	section	paragraph	sentence	text
102	[Introduction]	20	2	Single cell studies do not necessarily avoid this issue either: For example, Konstatinides et al. report two clusters with apparent co-expression of cholinergic with glutamatergic or GABAergic markers, respectively, but are unable to determine whether this is true co-expression (and in addition do not know the identity of the cell type(s) involved).
103	[Introduction]	20	3	In our view, the best approach to resolve such uncertainty are follow-up experiments with an independent method: For example, we used immunolabeling of a tagged VAChT protein (Figure 8A) to confirm the unexpected expression of cholinergic markers in R8 photoreceptors cells.
104	[Introduction]	20	4	Together with published work on histamine expression in R-cells and our observation that histamine receptors are expressed in some but not all synaptic partners of R8 cells (Figure 8B-F), this strongly suggests a co-transmitter phenotype of these neurons.
105	[Introduction]	20	5	In general, because TAPIN-seq profiles are linked to markers (driver lines) for the profiled cells, performing validation experiments for selected transcripts is straightforward and we provide several examples of this.
106	[Introduction]	21	1	All of the TAPIN-seq data that we measured were at the transcript level.
107	[Introduction]	21	2	We compared it to protein expression as a more stringent functional-requirement on “real” expression.
108	[Introduction]	21	3	The reviewer is correct that there could be additional levels of post-transcriptional regulation and we clarify this point in the text.
109	[Introduction]	22	1	“Protein expression can of course differ from that of the corresponding mRNA due to post-transcriptional regulation.
110	[Introduction]	22	2	However, since most functional interpretations of transcriptome data are implicitly about protein expression, we used this as a more stringent and practical test of our model.”
111	[Introduction]	23	1	We agree with the reviewer that single cell sequencing and bulk profiling such as TAPIN-seq are complementary approaches.
112	[Introduction]	23	2	Indeed, we mention this repeatedly in the text, as well as titling Figure 5 to reflect this idea: “TAPIN-seq complements single cell RNA seq profiling”.
113	[Introduction]	24	1	We also devote extensive discussion to this theme, including the reviewers suggestion of combining single cell sequencing and TAPIN profiling.
114	[Introduction]	25	1	“TAPIN-seq complements single-cell RNA-seq studies of neurons in several ways”“
115	[Introduction]	26	1	“Having both deep bulk transcriptomes and single cell maps of the same tissue also provides an opportunity for developing new analytical tools that can harness available cell type-identified information while clustering single cell data.”
116	[Introduction]	27	1	“Second, combining our approach with single-cell profiling could more efficiently profile heterogeneity within a brain region or genetically defined cell population”
117	[Introduction]	28	1	“Finally, the complementarity between bulk and single-cell measurements extends to other genomic features that can be measured in TAPIN-seq purified nuclei, including accessible chromatin and modified histones.”
118	[Introduction]	29	1	In the recent Zipursky lab single cell study of T4/T5 neurons (see above), a GAL4 driver was used to mark cells for presorting by FACS prior to scRNASeq.
119	[Introduction]	29	2	In this case, the results provide strong support for the notion that anatomical features can be reliable criteria for cell type classification (both anatomy and single cell sequencing indicate exactly eight T4/T5 subtypes).
120	[Introduction]	30	1	We anticipate that similar experiments with other optic lobe neurons using our driver lines would produce similar results (i.e. support for anatomically and genetically defined cell types), but do not exclude the possibility that there could be unexpected subdivisions within some of the cell types we profile (as we now discuss).
121	[Introduction]	31	1	The reviewer suggests that unbiased clustering of single cell data is somehow more informative (“uses multiple principal components”, a dimension reduction of the 15K gene abundances) and better powered to detect cellular differences than TAPIN-seq profiles of cells that “share one or two enhancers” (although we also measure 15K gene levels).
122	[Introduction]	31	2	We think this might reflect a mis-understanding of what exactly the one or two enhancers represent.
123	[Introduction]	31	3	The key feature of our driver lines is not the number of elements used in their construction but the specificity of the expression patterns.
124	[Introduction]	31	4	The cells labeled by one of these GAL4 or split-GAL4 lines are not randomly related, but through extensive anatomical efforts, are believed to be of the same (anatomically-defined) cell type (or group of cell types).
125	[Introduction]	31	5	Therefore, the expectation, and our observation in this paper, are that the transcriptomes we measure in these cells using TAPIN-seq in fact reflect the transcriptome of specific cell types.
126	[Introduction]	32	1	Bulk and single-cell data are difficult to compare for a number of reasons, that we discuss in the manuscript.
127	[Introduction]	32	2	Within-cell heterogeneity could potentially be one reason, but we doubt that is the main reason.
128	[Introduction]	32	3	In fact, as we showed, the unbiased clustering of single cell maps often merge cells of different types, which TAPIN-seq is able to resolve thanks to the genetic tools that differentially mark them.
129	[Introduction]	32	4	Even if the single cells were correctly clustered so that each cluster does reflect a cell type, their transcriptomes would still be difficult to compare directly to bulk transcriptomes, as the measurement characteristics are quite different, with single cell data using current technologies exhibiting high levels of dropout, as we describe in the text.
130	[Introduction]	32	5	Nevertheless, as we showed, comparing the two datasets is still a fruitful way of overcoming the main limitations of both: the requirement for genetic tools of TAPIN-seq, and the difficulty of resolving and labeling cell types in scRNA-seq.
131	[Introduction]	32	6	We also further emphasized the potential of combining bulk and single cell methods in the Discussion:
132	[Introduction]	33	1	”Second, combining our approach with single-cell profiling could more efficiently profile heterogeneity within a brain region or genetically defined cell population.
133	[Introduction]	33	2	Such a combined approach could also help to characterize known cell types for which specific driver lines are not yet available or help to identify and exclude contributions from “off-target” cells to a bulk profile.”
134	[Introduction]	34	1	The lack of support for a mid-level hierarchical clustering in the TAPIN-seq profiles is not contradicted by a discrete clustering of single cell data.
135	[Introduction]	34	2	Whether single cells of a type cluster together is not the same as asking which other cell types/clusters they are most closely related to.
136	[Introduction]	34	3	We went to lengths to evaluate the uncertainty within our clustering trees and present the confidence values alongside the tree.
137	[Introduction]	34	4	In contrast, the trees presented in most single cell approaches, either do not perform this evaluation or do not present it alongside the tree.
138	[Introduction]	34	5	For example, the tree presented in Figure 3 of Konstantinides et al., 2018 does not show this type of evaluation.
139	[Introduction]	34	6	They do show a similar bootstrapped evaluation as a supplemental Figure (S4), and this shows that very few of their branch points have significant statistical support.
140	[Introduction]	34	7	In brief, just because you can build a tree doesn’t mean it accurately reflects the transcriptome measurements, let alone provide reliable clues to biological features such as developmental or evolutionary lineage that might conceivably be reflected in such trees.
141	[Introduction]	35	1	We agree with the reviewer that access to the data is key.
142	[Introduction]	35	2	For this reason, we have made the expression tables available for download so that any user can explore them using user-friendly spreadsheet programs, such as Microsoft Excel.
143	[Introduction]	35	3	To remove the hurdle of downloading and opening the table in Excel, we also developed a web portal to support simple queries.
144	[Introduction]	35	4	We see this web portal mainly as a tool for initial queries which can then be followed up by downloading the spreadsheets or even reanalyzing the original data.
145	[Introduction]	35	5	This web portal has been useful for others in the field (eg, doi 10.1523/JNEUROSCI.3213-18.2019).
146	[Introduction]	36	1	We agree that a better developed web interface would be ideal, and the GTEX portal is indeed an informative guide for this: This project received $800K from the NIH this year to develop “a portal and integrative collaborative analysis platform for GTEX” (https://projectreporter.nih.gov/project_info_description.cfm?
147	[Introduction]	36	2	aid=9729842&icde=47359899).
148	[Introduction]	36	3	This kind of effort is beyond the scope of this paper.
149	[Introduction]	37	1	We thank the reviewer for bringing the confusion about lowercase and uppercase p to our attention.
150	[Introduction]	37	2	In the statistics literature, uppercase P refers to the probability of a discrete event and lowercase p refers to a continuous density function.
151	[Introduction]	37	3	We fixed three cases where we inconsistently used uppercase P where it should have been lowercase p.
152	[Introduction]	38	1	Yes, in a discrete sense, we did integrate out p(bimodal).
153	[Introduction]	38	2	As we described in the text, we used the PSIS-LOO approach to selecting whether each gene was better described by a unimodal or bimodal model.
154	[Introduction]	38	3	Depending on this binary call (either unimodal or bimodal was selected), we chose either the p(expressed | bimodal) or the p(expressed | unimodal).
155	[Introduction]	38	4	This is equivalent to using the model selection to decide p(gene type = bimodal) = 1 or p(gene type = unimodal) = 1.
156	[Introduction]	39	1	This math is widely adopted in the Bayesian inference field, and comes from the PSIS-LOO paper that we cite at the beginning of this section (See Equations 20 and 21 from Vehtari et al., 2015; https://arxiv.org/pdf/1507.04544.pdf).
157	[Introduction]	40	1	Our model is mostly a standard bayesian mixture model, with the wrinkle of the model selection process that we describe in the paper.
158	[Introduction]	40	2	It would have been ideal if there was a single hierarchical model that jointly learned both the gene type (bimodal vs unimodal) as well as the gene-specific on/off distributions.
159	[Introduction]	40	3	However, we were unable to build such a model, and the one that we did ultimately build was sufficient to help us successfully navigate our transcriptome catalog.
160	[Introduction]	41	1	While there are indeed several choices that go into the modeling, we go through extensive comparison to published expression datasets and extensive protein-level validation of two genes across thirty cell types.
161	[Introduction]	41	2	In our hands, the probability model was a useful guide for navigating our data.
162	[Introduction]	41	3	In the case that one is not comfortable with the model calls, they can also use the raw expression levels, which we also provide for download.
163	[Introduction]	42	1	In reality, all mathematical models are wrong.
164	[Introduction]	42	2	As we described in the text, genes are not just on and off; different RNA species have different degradation rates, different translation rates, etc.
165	[Introduction]	42	3	Like all experiments, every step in a transcriptome study suffers from various kinds of artifacts, ranging from the raw measurements to interpretation.
166	[Introduction]	43	1	But in practice, we showed that the measurements are informative, recapitulate known biology, serve as a guide to interpret other genomics datasets, are consistent and corroborated by connectomics data, and provide new insight into the Drosophila visual system.
167	Introduction	1	1	The anatomy of neural circuits is being characterized with increasing resolution and throughput, in part following a dramatic increase in the size of circuits amenable to detailed electron microscopy reconstruction (Swanson and Lichtman, 2016) and the development of genetic tools to access individual cell types (Luo et al., 2018).
168	Introduction	1	2	These efforts reveal anatomy at unprecedented detail, but not the molecular properties of cells.
169	Introduction	1	3	In principle, the genes expressed in each cell of a neural circuit should serve as a molecular proxy for cell physiology.
170	Introduction	1	4	However, most genomic efforts have focused on surveying neuronal diversity rather than characterizing circuit function (Ecker et al., 2017).
171	Introduction	1	5	To develop a resource exploring molecular correlates of circuit function, here we use an approach that genetically targets cell types within a well-characterized brain region to measure high-quality transcriptomes that can be integrated with connectomes.
172	Introduction	2	1	Drosophila affords an ideal system to study neural circuits in detail, as both excellent genetic tools and high resolution connectomes are available.
173	Introduction	2	2	Here we focus on the repeating columnar circuits of the visual system, found in the optic lobes, a widely used model for studying circuit development and function with an extensive genetic toolbox and well-described anatomy (Figure 1A; Nériec and Desplan, 2016; Silies et al., 2014; Apitz and Salecker, 2014).
174	Introduction	2	3	This network begins with photoreceptor neurons and contains several layers of connected neurons which process incoming luminance signals into multiple parallel streams of visual information (Figure 1B).
175	Introduction	2	4	Many of its cellular components have been described by light microscopy, including classical Golgi studies (Fischbach and Dittrich, 1989) and recent analyses using genetic methods (Morante and Desplan, 2008; Otsuna and Ito, 2006; Nern et al., 2015; Wu et al., 2016).
176	Introduction	2	5	Electron microscopy reconstruction work has characterized the synaptic connections of many optic lobe neurons (Meinertzhagen and O'Neil, 1991; Meinertzhagen and Sorra, 2001; Rivera-Alba et al., 2011; Takemura et al., 2013; Takemura et al., 2015; Takemura et al., 2017; Shinomiya et al., 2019).
177	Introduction	2	6	Comparative studies have also explored the evolution of this ancient brain structure (Strausfeld, 2009).
178	Introduction	2	7	Despite this wealth of information, many of its fundamental properties remain unknown, including the neurotransmitters used at many of its synapses.
179	Introduction	3	1	Measuring the genes expressed in specific cells of the brain is challenging due to its compact and complex organization.
180	Introduction	3	2	RNA sequencing (RNA-seq) addresses this challenge by profiling either single cells or genetically labeled populations of cells (Ecker et al., 2017).
181	Introduction	3	3	The latter approach requires genetic tools to access individual cell types but provides more direct access to cells of interests than sampling of unmarked single cells, especially for sparse cell types.
182	Introduction	3	4	Profiling identified cell types provides a direct link to previous work on the anatomy and physiology of those cell types.
183	Introduction	3	5	Cell type-specific drivers also facilitate follow-up experiments, for example evaluating the role of individual genes in individual cells.
184	Introduction	3	6	In Drosophila, large collections of GAL4 driver lines (Jenett et al., 2012; Tirian and Dickson, 2017) and the possibility to further refine these patterns with intersectional methods such as split-GAL4 (Luan et al., 2006; Dionne et al., 2018) enable genetic access to many neuronal populations (see, for example, Tuthill et al., 2013; Aso et al., 2014; Wu et al., 2016).
185	Introduction	3	7	We therefore chose the genetic, rather than single cell, approach to build a genomics resource to explore circuit function.
186	Introduction	4	1	We previously developed an Isolation of Nuclei Tagged in a specific Cell Type (INTACT) method (Deal and Henikoff, 2010) to measure transcriptomes and epigenomes of genetically-marked neuronal populations in Drosophila (Henry et al., 2012) and mouse (Mo et al., 2015).
187	Introduction	4	2	Here, we develop a tandem affinity purification of INTACT nuclei (TAPIN) method with increased specificity, sensitivity, and throughput.
188	Introduction	4	3	By combining this method with an extensive set of new driver lines with predominant expression in specific cell types and a new probabilistic method to interpret transcript abundance, we build a resource of high-quality transcriptomes for one hundred driver lines.
189	Introduction	4	4	We selected drivers that expressed in cell types constituting the lamina (Fischbach and Dittrich, 1989; Tuthill et al., 2013; Edwards et al., 2012) as well as the major cell types of the circuits that compute the direction of visual motion (Mauss et al., 2017; Figure 1C).
190	Introduction	4	5	We further included neuronal populations in two central brain regions, the mushroom body and central complex, primarily to serve as informative outgroups.
191	Introduction	5	1	By profiling these driver lines, we develop an expression catalog for 67 Drosophila cell types as well as several broader cell populations.
192	Introduction	5	2	Through validation experiments and comparisons to the literature we demonstrate that this resource is useful both for identifying individual genes expressed in specific cell types and for revealing broader patterns such as the expression of all members of a gene family across many cell types.
193	Introduction	5	3	As an example, we describe the expression of neurotransmitters and their receptors and use this information to interpret synaptic connectivity.
194	Introduction	5	4	For example, we unexpectedly found that the R8 photoreceptors express acetylcholine in addition to histamine and show that this apparent co-transmitter phenotype is further supported by differential expression of neurotransmitter receptors in R8 postsynaptic partners.
195	Introduction	5	5	Our results demonstrate that combining expression and connectomes leads to specific testable hypotheses about circuit mechanisms that are inaccessible to either approach alone.
196	Results; Genetic tools for labeling the visual system	1	1	To enable transcriptome analyses of defined cell populations, we first assembled a collection of genetic drivers to access them.
197	Results; Genetic tools for labeling the visual system	1	2	For this study, we combined drivers from existing collections for cell types in the lamina (Tuthill et al., 2013), the mushroom body (Aso et al., 2014), and the lobula (Wu et al., 2016) with new driver lines for many additional optic lobe cell types and also some neurons of the central complex (Wolff and Rubin, 2018), T.
198	Results; Genetic tools for labeling the visual system	1	3	Wolff, personal communication).
199	Results; Genetic tools for labeling the visual system	1	4	Nearly all of these drivers were generated using an intersectional method, split-GAL4, to refine expression patterns of GAL4 driver lines.
200	Results; Genetic tools for labeling the visual system	1	5	To characterize new driver lines, we imaged expression patterns across the entire fly brain to determine overall driver specificity (Figure 1D, Figure 1-figure supplement 1) and examined anatomical features such as layer patterns in higher resolution images to identify specific cell types (Supplementary file 1A, Figure 1-figure supplement 2).
201	Results; Genetic tools for labeling the visual system	1	6	For most lines, we further confirmed the identity of labeled cells by examining the morphology of individual cells using stochastic labeling (Figure 1-figure supplement 2).
202	Results; Genetic tools for labeling the visual system	1	7	Although we noted that a few patterns also include some additional contaminating cells (Supplementary file 1A), these driver lines are the most specific tools currently available to access individual cell types in the optic lobe.
203	Results; Purifying nuclei with TAPIN	1	1	Next, we employed an improved INTACT method to measure nuclear transcriptomes in genetically defined cell populations (Henry et al., 2012), and we also developed a new variant of the method that permits higher throughput with increased purity and sensitivity.
204	Results; Purifying nuclei with TAPIN	1	2	In both approaches, nuclei are purified using a nuclear tag whose expression is driven in a cell population of interest by either a standard or split GAL4 driver (Figure 2A).
205	Results; Purifying nuclei with TAPIN	1	3	The new variant protocol, tandem affinity purification of INTACT nuclei (TAPIN), uses a bacterial protease (IdeZ) to specifically cleave antibodies in the hinge region separating their Fc and antigen binding F(ab’)_2 fragments (Figure 2B, Figure 2-figure supplement 1B).
206	Results; Purifying nuclei with TAPIN	1	4	Treating protein A magnetic bead-bound nuclei with this protease generates both nucleus-F(ab’)_2 and bead-Fc complexes.
207	Results; Purifying nuclei with TAPIN	1	5	Soluble nucleus-F(ab’)_2 is then recaptured on protein G magnetic beads, removing non-specifically bound material from the first capture.
208	Results; Purifying nuclei with TAPIN	1	6	INTACT successfully profiled many of the abundant cell types in the optic lobe (>1000 cells per brain), but failed for sparser cell types and those whose nuclei were difficult to purify by differential centrifugation (photoreceptors, glia, T4, T5).
209	Results; Purifying nuclei with TAPIN	1	7	We solved these problems with TAPIN, which does not purify nuclei prior to bead capture.
210	Results; Purifying nuclei with TAPIN	2	1	The greatest advantage of TAPIN is its ability to purify nuclei from sparse cell types (<50 cells/brain) (Supplementary file 1A).
211	Results; Purifying nuclei with TAPIN	2	2	INTACT is not suitable for these lines because of loss during differential centrifugation.
212	Results; Purifying nuclei with TAPIN	2	3	This difficulty cannot be overcome by processing more brains per experiment because differential centrifugation is difficult to scale.
213	Results; Purifying nuclei with TAPIN	2	4	TAPIN solves this problem by running a first capture on crude extracts generated from hundreds to thousands of fly heads.
214	Results; Purifying nuclei with TAPIN	2	5	The substantial background in this first capture is reduced 5- to 6- fold in a second capture with only a modest decline in both the yield of nuclei and amplified cDNA (Figure 2C).
215	Results; Measuring transcriptomes with INTACT- and TAPIN-seq	1	1	We applied INTACT and TAPIN to the cell populations defined by the genetic drivers we described above (Supplementary file 1B).
216	Results; Measuring transcriptomes with INTACT- and TAPIN-seq	1	2	Most drivers express in a single anatomically defined cell type or a small group of related cell types.
217	Results; Measuring transcriptomes with INTACT- and TAPIN-seq	1	3	We note that a few of our cell types are strictly groups of related cell types (for example, the muscle cells or, at a different level of a cell type hierarchy, the T4 and T5 cells, with four subtypes each).
218	Results; Measuring transcriptomes with INTACT- and TAPIN-seq	1	4	Additional drivers target more heterogeneous cell populations sharing a common property (e.g., driver lines aimed at recapitulating the expression of a neurotransmitter marker).
