	tag	label	sentence	text
50	figure	Extended Data Figure 5:	2	Indicated in blue are the glial clusters. b, Number of cells in our identified neuronal clusters, excluding the T4/T5 cluster that contains 10,780 cells, with unicolumnar neurons in blue and multicolumnar neurons in orange.
51	figure	Extended Data Figure 5:	3	Importantly, photoreceptors (PR) and lamina neurons L1-L5 clusters contain fewer cells, as these neuronal types were not included in equal proportions in all libraries.
52	figure	Extended Data Figure 5:	4	As the number of cells per optic lobe for a given neuronal type is rarely formally counted, unicolumnar vs. multicolumnar character is based both on general knowledge and the following references7,8,12,54.
53	figure	Extended Data Figure 6:	1	Benchmarking of the neural network (NN) classifier. a-b, tSNE visualization of the P70 optic lobe single-cell transcriptomes, using 120 principal components calculated on the log-normalized integrated gene expression.
54	figure	Extended Data Figure 6:	2	Cells colors indicate the clusters they belonged to according to unsupervised clustering (a), or the adult clusters they were classified as by the neural network (b, same as in Fig.1e).
55	figure	Extended Data Figure 6:	3	Black circles indicate high granularity regions, where less frequent cell types were grouped together by unsupervised clustering but could be resolved accurately by the neural network (b). c, Same as in (a-b) but cells are named and colored by the adult cluster they were classified as by Seurat label transfer (Methods). d, tSNE visualizations (same as c) including only the cells that were assigned inconsistent identities by Seurat and the neural network.
56	figure	Extended Data Figure 6:	4	Highest rates of inconsistencies were observed in the center (LQ cells), in L1 and L2 clusters (red ellipses), in most glia clusters (green ellipses), the TE neurons and a glia-like cluster (identity 214, Suppl.
57	figure	Extended Data Figure 6:	5	Table 1) with no adult correspondence (blue ellipses). e-f, tSNE visualizations of 56,902 cells sequenced from whole fly brains19, using 120 principal components calculated on the log-normalized gene expression. e, Cells are named and colored by the clusters they were classified as by our neural network. f, Cells are named by the cluster identities from the original study and colored by the confidence score they received from our neural network.
58	figure	Extended Data Figure 6:	6	Black circles mark the following central brain clusters (from left to right): Poxn, OPN, clock neurons and dopaminergic neurons, that all received low scores from the neural network.
59	figure	Extended Data Figure 6:	7	Kenyon cells (red circles) were assigned with high confidence as our adult dataset was contaminated by them (cluster 112).
60	figure	Extended Data Figure 7:	1	High resolution transcriptomic atlases of the optic lobe across development. tSNE visualizations of all optic lobe single-cell transcriptomes acquired for this study, using 120 principal components calculated on the log-normalized integrated gene expression.
61	figure	Extended Data Figure 7:	2	The cells are named and colored consistently at all stages by the neural network classifications with manual adjustments as detailed in Methods.
62	figure	Extended Data Figure 7:	3	Blue ellipses: Dm3 and Tm9 neuronal subtypes, which could only be resolved at P50 and earlier.
63	figure	Extended Data Figure 8:	1	Transient Extrinsic neurons. a-b, tSNE visualization of the P70 optic lobe single-cell transcriptomes, using 120 principal components calculated on the log-normalized integrated gene expression.
64	figure	Extended Data Figure 8:	2	Cells are named by the unsupervised cluster they were assigned to and colored by (a) the confidence score they received from the neural network (NN) or by (b) the log-normalized non-integrated expression of Fs (green), dimm (blue), and skl (red), which are co-expressed in TE neurons (red ellipses). c, Violin plot of log-normalized non-integrated prt expression in all clusters at P50.
65	figure	Extended Data Figure 8:	3	TE neuron clusters are indicated by circle. d, R10D10-Gal4 co-expression with anti-Prt staining in a P50 optic lobe (n=15 neurons).
66	figure	Extended Data Figure 8:	4	Scale bar: 10 μm. e, FLEXAMP memory cassette labeling of R10D10-Gal4 in an adult optic lobe (n=28 brains) with anti-NCad staining.
67	figure	Extended Data Figure 8:	5	Scale bar: 30 μm. f, R10D10-Gal4 expression pattern in L3 optic lobe (n=15 brains), with anti-NCad, anti-Bsh and anti-Hth staining.
68	figure	Extended Data Figure 8:	6	Arrow: Bsh+, Hth- neurons labeled by R10D10-Gal4.
69	figure	Extended Data Figure 8:	7	Scale bar: 30 μm. g-h, R10D10-Gal4 sparse expression at P30 (n=40 neurons), with anti-NCad, anti-Bsh and anti-Hth staining.
70	figure	Extended Data Figure 8:	8	Scale bars = 5 μm (g) and 15 μm (h). d/pMe: distal/proximal Medulla, Lo: Lobula, Lp: Lobula plate.
71	figure	Extended Data Figure 8:	9	I, Co-labeling of R10D10-LexA expression and bsh-Gal4 FLEXAMP memory cassette with anti-nCad staining in a P50 optic lobe (n=13 brains).
72	figure	Extended Data Figure 8:	10	Dashed ellipses: TE neurons.
73	figure	Extended Data Figure 8:	11	Scale bar: 20 μm.
74	figure	Extended Data Figure 9:	1	Early differentiation and transcriptomic synchronization of optic lobe neurons and summary of the main findings. a-b, tSNE visualization of the P15 optic lobe single-cell transcriptomes, using 120 principal components calculated on the log-normalized integrated gene expression.
75	figure	Extended Data Figure 9:	2	Cells are named by the unsupervised cluster they were assigned to and colored by (a) the confidence score they received from the neural network or by (b) the log-normalized non-integrated expression of dpn (green), ase (blue), and grim (red).
76	figure	Extended Data Figure 9:	3	Circles match to those of Figure 3a. c, UMAP visualization of the P15 optic lobe single-cell transcriptomes, using 120 principal components calculated on the log-normalized integrated gene expression.
77	figure	Extended Data Figure 9:	4	Cells are colored by the log-normalized non-integrated expression of nerfin-1 (green), Hey (blue), and vfl (red) d, UMAP visualization of Tm3 and T1 cells (above and below the dashed line, respectively) from all stages sequenced in this study, using 25 principal components calculated on the log-normalized non-integrated gene expression.
78	figure	Extended Data Figure 9:	5	Cells are colored by their developmental stage. e, Ventral and dorsal Transient Extrinsic (TE) neurons as well as transient photoreceptors (PRs) line the edges of all optic lobe neuropils and express Follistatin (Fs).
79	figure	Extended Data Figure 9:	6	Moreover, TE and at least 3 other neuronal types express Wnt4 in the ventral medulla/lobula but express Wnt10 in the dorsal part of these neuropils. f, The transcriptome of neurons from the same neuronal type but produced days apart converge towards a similar transcriptomic state, which they reach by P30.
80	figure	Extended Data Figure 9:	7	Moreover, the inter-neuronal type transcriptomic diversity is highest during P40-P70.
81	figure	Extended Data Figure 10:	1	Increased transcriptomic diversity during synaptogenesis. a, Log-normalized and scaled (to the max of 1 for each gene across all time points) expression of top10 (by logFC, calculated at P50) subcluster markers between T4 and T5 subtypes at all stages.
82	figure	Extended Data Figure 10:	2	TF: Transcription Factor, CSM: Cell Surface Molecule. b-c, GO enrichment analysis of all (269) differentially expressed genes between the T4-T5 subclusters at P50.
83	figure	Extended Data Figure 10:	3	All Biological Process (b) and Molecular Function (c) terms with greater than 2-fold enrichment were summarized by REVIGO to eliminate redundant terms and group related ones together.
84	figure	Extended Data Figure 10:	4	Inner rings in the CirGO plots indicate the summarized terms (names in bold).
85	figure	Extended Data Figure 10:	5	Some individual terms (outer ring) relevant to neuronal function and development are also labeled.
86	figure	Extended Data Figure 10:	6	Areas within the graphs are determined by the p-values of the terms. d, Average normalized number of presynaptic sites from Dm3 neurons with orthogonally oriented dendritic arbors (Since we could not assign the anatomical directions from the EM data, we plotted them as Dm3x and Dm3y) to indicated neuronal types (Methods).
87	figure	Extended Data Figure 10:	7	Only the outputs showing differences between the subtypes are plotted.
88	figure	Extended Data Figure 10:	8	Error bars denote SEM. p-value: 0.004 (Dm3x), 0.006 (Dm3y), 0.04 (Tm28), unpaired parametric two-tailed t-tests (n = 5 and 7 Dm3 cells per type). e, Number of genes differentially expressed between the indicated subtypes with a p-value < 0.01 (two-sided Wilcoxon Rank Sum), calculated after down-sampling the number of cells in each group to 150 for consistency.
89	figure	Extended Data Figure 11:	1	GO enrichment analysis of the cluster and stage markers.
90	figure	Extended Data Figure 11:	2	GO terms were determined from a, the most differentially expressed genes between neuronal clusters (ranked top20 by logFC for at least one cluster) at all stages separately or b, all genes differentially expressed between stages (Methods) in all neurons (aggregated)..
91	figure	Extended Data Figure 11:	3	All terms with greater than 2-fold enrichment were summarized by REVIGO to eliminate redundant terms and group related ones together.
92	figure	Extended Data Figure 11:	4	Inner rings (labeled within the graphs or in bold) indicate the summarized terms.
93	figure	Extended Data Figure 11:	5	Some individual terms (outer ring, not bold), if non-redundant with the summary terms, are also labeled.
94	figure	Extended Data Figure 11:	6	Areas within the graphs are determined by the p-values of the terms.
95	figure	Extended Data Figure 12	1	Dorsal and ventral visual circuits are partitioned by differential Wnt signaling. a,Tm9-Gal4 sparse labeling in the ventral and dorsal part of the same adult optic lobe (n=4 neurons) with anti-NCad immunostaining (gray). b, Expression pattern of Wnt4-Gal4 (green) with anti-Chaoptin immunostaining (magenta) in the adult optic lobe (n=8 brains). c, Expression pattern of Wnt4-Gal4 (green) with anti-Chaoptin (magenta) and anti-Dve (cyan) immunostainings, in the ventral retina at P30 (n=6 eye discs).
96	figure	Extended Data Figure 12	2	Chaoptin marks all photoreceptors, and Dve is expressed in the photoreceptors R1–6 and a subset of R7 (yellow R7), but not in R8 and the rest of R755. d, Expression pattern of Tm4-Gal4 (green) with anti-Aop immunostaining (magenta) at P50 (n=3 brains), showing that almost all Aop+ neurons are co-labelled by Tm4-Gal4.
97	figure	Extended Data Figure 12	3	Arrow heads: Aop+ neurons not co-labelled by Tm4-Gal4. e, Wnt4-Gal4 expression pattern with anti-Aop staining (Tm4 marker, see d) at P50 (n=6 brains).
98	figure	Extended Data Figure 12	4	Aop+ neurons co-express Wnt4-Gal4 in the ventral (white arrows) but not dorsal (white arrowheads) optic lobe. f, fz2, mamo or CG9896 differential expression between either Tm9v and Tm9d cells, TEv and TEd cells, Wnt4+/Wnt10- and Wnt4-/Wnt10+ Tm4 cells or Wnt4+/Wnt10- and Wnt4-/Wnt10+ cluster 62 cells (log-normalized non-integrated expression).
99	figure	Extended Data Figure 12	5	Two-sided Wilcoxon Rank Sum test, p-values are indicated on the figure, ns: not significant.
100	figure	Extended Data Figure 12	6	Scale bars = 10 μm (a, c) or 30 μm (b, d, e).
101	figure	Figure 1:	1	High resolution transcriptomic atlases of the optic lobe across development. a, Optic lobe cross-section3, with drawings of unicolumnar (orange shades) and multicolumnar (blue) neurons.
102	figure	Figure 1:	2	Dashed lines: boundaries between layers.
103	figure	Figure 1:	3	A: anterior, L: lateral, M: medial, P: posterior. b, Approach followed to produce the adult dataset. c, Pearson correlation between the average gene expression of the adult dataset clusters (x-axis) and the transcriptome of isolated Lawf1 neurons (Methods). d, tSNE visualization of the final adult dataset, using 120 principal components calculated on the log-normalized integrated gene expression.
104	figure	Figure 1:	4	The 61 identified neuronal clusters are labeled by their standard abbreviation, G1–16: glial clusters, LQ: low-quality cells, G/LQ1–4: glial clusters with some features of low-quality cells, *: clusters with less confident annotations (Suppl.
105	figure	Figure 1:	5	Table 1). e, Approximate time frames of different steps of optic lobe development, and tSNE visualizations of the pupal datasets.
106	figure	Figure 1:	6	Colors match to the adult dataset as classified by the neural network. f, Multi-task neural network classifier used at each stage to sequentially match developing cells to the adult clusters, as detailed in Methods.
107	figure	Figure 2:	1	Transient Extrinsic neurons demarcate the optic lobe neuropils and undergo apoptosis during late pupal development. a, UMAP visualization of TE neurons, using 10 principal components calculated on the log-normalized integrated gene expression, across development. b, R10D10-Gal4 expression pattern (max projection) at the indicated stages (n=10 brains per stage), anterior view (with overexpression of anti-apoptotic protein p35 only in the last panel).
108	figure	Figure 2:	2	Insets show z-restricted sections from the regions marked by dashed white rectangles.
109	figure	Figure 2:	3	Staining of anti-NCad marks neuropils and anti-cleaved Dcp1 reports Caspase-3 (Casp3) activity, marking apoptotic cells.
110	figure	Figure 2:	4	La = Lamina, Lo = Lobula, Me = Medulla, Lp = Lobula plate. c-d, Fs-Gal4 expression pattern (3D reconstruction) in P30 optic lobes (n=4 brains) with anti-NCad staining. d/pMe = distal/proximal Medulla. e, R10D10-LexA and Wnt4-Gal4 co-expression (white) pattern in a P50 optic lobe (max projection), with anti-NCad staining (n=8 brains).
111	figure	Figure 2:	5	Dashed ellipses: TE neurons.
112	figure	Figure 2:	6	Scale bars 7 μm (insets) or 30 μm (others).
113	figure	Figure 3:	1	Transcriptomic synchronization of optic lobe neurons. a, UMAP visualization of the P15 dataset (parameters as in Fig.1d).
114	figure	Figure 3:	2	Ellipses: undifferentiated neurons undergoing apoptosis (red), stem cells (green), intermediate precursors (blue). b-e, UMAP visualization of the Tm3 cluster at P15 and P30.
115	figure	Figure 3:	3	Cells are colored by their position on the pseudotime trajectory inferred by Monocle 3 (Methods) and shown here as black lines (b, d); or by their log-normalized non-integrated expression level of nerfin-1 (c), nAChRα7, 5-HT2A (c, e), and by the ratio of total mitochondrial transcripts they have (e).
116	figure	Figure 3:	4	Scale bars = 30 μm.
117	figure	Figure 4:	1	Increased transcriptomic diversity during synaptogenesis. a, tSNE visualizations of T4 and T5 neurons, using 20 principal components calculated on the log-normalized integrated gene expression, across development. b, R25F07(Dm3)-Gal4 sparse expression at P50 with anti-Bi (Omb) staining (n=10 brains).
118	figure	Figure 4:	2	Yellow and cyan arrows/arrowheads indicate dendrites/cells bodies of a posterior-ventrally and a posterior-dorsally oriented Dm3, respectively.
119	figure	Figure 4:	3	Scale bar = 5 μm. c, Plot of the highest Pearson correlation between each neuronal cluster (n=175) and all other neuronal clusters, at each stage, using all genes belonging to the top10 cluster markers of at least one stage. ***: adjusted p-value<0.001 (P15–30: 7X10−11, P30–40: 4X10−10, P70-Adult: 1X10−11, P15-Adult: 3X10−13), n.s: non-significant, one-way ANOVA with Tukey Honest Significant Differences.
120	figure	Figure 4:	4	Boxplots display the first, second and third quartiles.
121	figure	Figure 4:	5	Whiskers extend from the box to the highest or lowest values in the 1.5 inter-quartile range, and outlying datapoints are represented by a dot. d-e, Summary of GO enrichment analysis performed on the stage markers (Extended Data Fig.11a).
122	figure	Figure 5:	1	Dorsal and ventral visual circuits are partitioned by differential Wnt signaling. a, Pattern of Wnt4-Gal4 and Tm9-LexA co-expression (white) at P50 in the ventral and dorsal part of the same optic lobe (n=8 brains).
123	figure	Figure 5:	2	Red dashed line: location of photoreceptors. b, Wnt4-Gal4 expression pattern with anti-Chaoptin staining to mark photoreceptors in a P30 retina (n=6 eye discs).
124	figure	Figure 5:	3	Dashed rectangle: inset.
125	figure	Figure 5:	4	Dashed line within inset: equator of the retina. c, tSNE of the indicated clusters throughout development, with Wnt4 and Wnt10 log-normalized non-integrated expression levels. d, 5-HT1A differential expression between either Wnt4+/Wnt10- and Wnt4-/Wnt10+ Tm4 cells, or Tm9v and Tm9d cells (Methods). ***: adjusted p-value < 0.001 (P70 Tm9: 6×10−9, Adult Tm9: 3×10−18, P50 Tm4: 1×10−9, P70 Tm4: 2×10−7, Adult Tm4: 1×10−34), ns: not significant, two-sided Wilcoxon Rank Sum test.
126	figure	Figure 5:	5	Scale bars = 30 μm.
