	section	paragraph	sentence	text
61	[Introduction]	22	3	For example, many of the descriptions of musculature in "Comprehensive genetic tools to target motor neurons for each muscle of the fly proboscis" (called paper 1 below) are critical for understanding the optogenetic activation of motor neurons in "Motor neuron control of Drosophila proboscis reaching" (called paper 2 below), resulting in an unnecessary duplication of effort between the manuscripts to understand how the proboscis is moved.
62	[Introduction]	22	4	Take mn9, for example: it is hard to know what to take from Figure 1, Figure 4 and Figure 9 in paper 1, if the critical proof to show that mn9 extends the proboscis is in paper 2.
63	[Introduction]	22	5	(Past work has shown m9 to be involved in proboscis protraction, so you could argue that a knowledgeable reader may know this, but that undercuts the purpose of Figure 2 in paper 2).
64	[Introduction]	22	6	There are also examples of data in primary figures that do not advance the author's case.
65	[Introduction]	22	7	For example, in paper 1, Figure 2, Figure 3, Figure 6 and Figure 8 are supplementary figures.
66	[Introduction]	22	8	Figure 2: The images of FlyLight Gen 1 Gal4 lines are unhelpful, fly researchers can find these and they are not helpful to a non-Drosophilist.
67	[Introduction]	22	9	Figure 3: I commend the authors for including images of the entire nervous system, not often shown, but again, these are supporting information.
68	[Introduction]	22	10	Figure 6 can support Figure 5.
69	[Introduction]	22	11	Figure 8 does suggest that MNs likely do not receive direct information from sensory neurons or other previously described interneurons, but these hypotheses are not tested further, so Figure 8 can support Figure 7.
70	[Introduction]	23	1	By the same token, paper 2 would benefit from schematics of muscles and an overview of reaching related vs. pharyngeal motor neurons.
71	[Introduction]	23	2	This distinction is helpful, and since it is consistent with past work.
72	[Introduction]	23	3	Because the function of pharyngeal muscles is not explored further, it would not detract from the message of paper 2. paper 2 contains functional data that can be combined: e.g. protraction (Figure 2) and retraction (Figure 3) of the rostrum could be one figure, together with anatomical data from paper 1.
73	[Introduction]	23	4	Figure 2, Figure 3, Figure 4 and Figure 5 also contain many panels of different metrics, normalized or baseline subtracted.
74	[Introduction]	23	5	It is not necessary to show all these data in this form, and it detracts from the message.
75	[Introduction]	23	6	My suggestion would be to combine Figure 2 Figure 3, Figure 4 and Figure 5 haustellum and rostrum images.
76	[Introduction]	23	7	Figure 7 is beautiful!
77	[Introduction]	23	8	But it should be split up to accompany the data in Figure 2 and Figure 3 and Figure 4 and Figure 5.
78	[Introduction]	24	1	In addition, much of the introductions of both manuscripts are either unnecessary or misleading (see below), so combining the data into a single manuscript will also help to eliminate those problems.
79	[Introduction]	24	2	In summary, I do not see a clear reason to split data across papers.
80	[Introduction]	25	1	2) The optogenetic activation data that the authors present do not provide insight into how reaching kinematics are produced: 2 second stimulation of motor neurons is not a naturalistic manipulation, and resulting proboscis trajectories are collapsed into single numbers in Figure 2, Figure 3, Figure 4, Figure 5 and Figure 6 of paper 2.
81	[Introduction]	25	2	Schwarz et al., also concluded that reaching is the result of precise temporal patterns of activation of proboscis motor neurons.
82	[Introduction]	25	3	The authors have all the tools to explore this further with calcium imaging or electrophysiology, though it is understandably beyond the scope of this paper.
83	[Introduction]	25	4	I anticipate another paper that begins with the observations in Figure 8 of paper 2 and then uses the tools shown here to explore how these searching movements are created.
84	[Introduction]	26	1	3) A related aspect of reaching is the treatment of what the authors call "coupling" of distinct parts of the proboscis, as when mn9 is activated and extends the haustellum in addition to the rostrum.
85	[Introduction]	26	2	Is this coupling mechanical, neural, or driven by proprioceptive feedback?
86	[Introduction]	26	3	The activation of additional motor neurons could be ruled out by silencing haustellum extending mns while activating mn9.
87	[Introduction]	26	4	The authors do not discuss sensory feedback, or the role of proprioception in determining the location of the target.
88	[Introduction]	26	5	This would be an interesting direction to pursue to draw closer connections to reaching in other organisms.
89	[Introduction]	27	1	4) The authors state at various times that these genetic tools could help to make neural control of the proboscis a model for (1) rhythmic vs. discrete movements, and (2) a model of reaching in humans.
90	[Introduction]	27	2	These statements appear in the abstract and introductions of both papers, with little scholarship or links to literature that may prime the reader as to functional features that are similar in both models.
91	[Introduction]	27	3	The data to support these assertions are that proboscis speed is a bell shaped curve as a function of time and that proboscis reaching pauses to enter a second phase of slow approach.
92	[Introduction]	27	4	These observations seem rather trivial; what is the alternative?
93	[Introduction]	27	5	As the authors point out, proboscis reaching is already thought to be more complex than simply a reflex.
94	[Introduction]	28	1	Reviewer #2:
95	[Introduction]	29	1	Achieving genetic control over motor neurons for every muscle of the Drosophila proboscis is the laudable goal of this work, and it is accomplished convincingly.
96	[Introduction]	29	2	Surely there are nits to pick over the failure the achieve split Gal4 lines that label only a single bilateral pair of motor neuron corresponding to each muscle of the proboscis, BUT the degree of success is really remarkable, and there is no doubt that these tools will be of tremendous use in defining the neuronal networks responsible for reaching movements of the proboscis and indeed the sucking movements also.
97	[Introduction]	29	3	The anatomical data presented is beautiful.
98	[Introduction]	29	4	When combined with the companion paper (Motor neuron control of Drosophila proboscis reaching) it is very clear that this work supersedes a previous attempt (Schwarz et al., 2017) at such tool development and analysis with several important corrections and many major refinements
99	[Introduction]	30	1	Essential revisions:
100	[Introduction]	31	1	Upon carefully reviewing this paper (henceforth referred to a Paper 1) and its companion by the exact same authors (Motor neuron control of Drosophila proboscis reaching - henceforth referred to as Paper 2), I do not recommend that they be published independently.
101	[Introduction]	31	2	One paper will be easier for the authors to present and for the reader to comprehend.
102	[Introduction]	31	3	I could not read the Paper 2 without constantly referring to Paper 1 and the Paper 2 contains much repetition of the findings of Paper 1.
103	[Introduction]	31	4	The theme presented for Paper 1 of rhythmic vs. discrete behaviors is not effectively exploited nor can it be given the data presented so much of the rationale for an independent paper is lost.
104	[Introduction]	31	5	There are several ways that the papers can be fitted together.
105	[Introduction]	31	6	Efficiency with the figures would help.
106	[Introduction]	31	7	Figure 1 of Paper 2 could benefit from comparison directly to Figure 1 of Paper 1.
107	[Introduction]	31	8	Figure 2 of Paper 1 should be supplementary and fits thematically with Paper 2.
108	[Introduction]	31	9	The VNC confocal projection of Figure 3 Paper 1 are distracting, convey little information useful to the general reader, and can certainly be supplementary.
109	[Introduction]	31	10	The data of Figure 7 Paper 1 is reminiscent of data in Schwarz et al., 2017, albeit with corrections but need not be elaborated and could be perhaps combined with Figure 8 Paper 1 which is somewhat underdeveloped.
110	[Introduction]	31	11	The data Figure 9 Paper 1 seems premature for publication.
111	[Introduction]	32	1	Reviewer #3:
112	[Introduction]	33	1	This work provides tools that target every type of motor neurons in the proboscis, as evidenced by the fact that all muscle types are covered by the domains of neuromuscular junctions.
113	[Introduction]	33	2	Proximity of motor neuron dendrites to other neurons provide hints as to the interaction of sensory and central circuits with the motor neurons.
114	[Introduction]	33	3	These tools can now be used for functional studies, an example of which is provided in the accompanying manuscript.
115	[Introduction]	33	4	I found this to be really nice manuscript that will certainly be very useful for the Drosophila neural circuit community, particularly those working on feeding behavior.
116	[Introduction]	33	5	It really fills a missing dataset, complementing the numerous sensory neuron lines that are available, as well as the increasing number of interneuronal lines that have been used for feeding behavior analysis.
117	[Introduction]	33	6	My comments are not of the major kind, focusing more on presentation style.
118	[Introduction]	34	1	[Editors' note: further revisions were suggested prior to acceptance, as described below.]
119	[Introduction]	35	1	Thank you for resubmitting your article "Controlling every muscle for directed reaching of the fly proboscis" for consideration by eLife.
120	[Introduction]	35	2	Your article has been reviewed by three peer reviewers, including Ronald Calabrese as the Reviewing Editor, Senior Editor and Reviewer #2.
121	[Introduction]	36	1	The reviewers have discussed the reviews with one another and the Reviewing Editor has drafted this decision to help you prepare a revised submission.
122	[Introduction]	37	1	We would like to draw your attention to changes in our revision policy that we have made in response to COVID-19 (https://elifesciences.org/articles/57162).
123	[Introduction]	37	2	Specifically, we are asking editors to accept without delay manuscripts, like yours, that they judge can stand as eLife papers without additional data, even if they feel that they would make the manuscript stronger.
124	[Introduction]	37	3	Thus the revisions requested below only address clarity and presentation.
125	[Introduction]	38	1	Summary:
126	[Introduction]	39	1	This paper presents remarkable anatomy and structure-function analysis of the muscles controlling the proboscis of Drosophila and firmly establishing this as model for the study of directed movements.
127	[Introduction]	39	2	They also perform thorough motor neuron activation (CsChrimson) /silencing (TNT) experiments using highly specific splitGAL4 lines and the lines provide a great set of tools for deeper functional analysis going forward.
128	[Introduction]	40	1	Title: Please consider the changes to the title suggested by reviewer #1.
129	[Introduction]	41	1	Essential revisions:
130	[Introduction]	42	1	The authors have made a very strong revision of the manuscript, responding appropriately to all the reviewer comments.
131	[Introduction]	42	2	In the spirit of make a strong paper even stronger, the reviewers present further revisions, that can be accomplished expeditiously and can be reviewed by the RE.
132	[Introduction]	43	1	Reviewer #1:
133	[Introduction]	44	1	Summary:
134	[Introduction]	45	1	This revised manuscript, in which the authors combined their two previous manuscripts, is much improved.
135	[Introduction]	45	2	I have one point that should be addressed to help improve the clarity and organization of the paper.
136	[Introduction]	46	1	Essential revisions:
137	[Introduction]	47	1	Figure 7 and Figure 8 contain many separate panels that describe the effects of activation and deficits of silencing proboscis motor neurons.
138	[Introduction]	47	2	Even though the y-axis labels contain the information they report, each panel uses different units, which makes it confusing for readers to understand how these values relate to proboscis kinematics.
139	[Introduction]	48	1	In particular, interpreting changes in angle during feeding requires extra mental gymnastics.
140	[Introduction]	48	2	The change in angle from rest to feeding appears to be 80 deg (Figure 7I and Figure 7J).
141	[Introduction]	48	3	Activating mn9 does not further increase the rostrum feeding angle in Figure 7D.
142	[Introduction]	48	4	One might then attempt to compare angles in Figure 7I and Figure 7D, but the authors are thinking about this differently.
143	[Introduction]	48	5	Their logic is that activation (Figure7D) happens after the proboscis is extended, so the change should be about 0, whereas the positive 80 deg change during feeding does not occur when mn9 is silenced.
144	[Introduction]	49	1	I suggest that instead of displaying the change in rostrum and haustellum angle during feeding, the authors should plot rostrum and haustellum angle during feeding.
145	[Introduction]	49	2	The authors should also explain the rationale behind the units in the legend.
146	[Introduction]	49	3	It is possible that chrimson expression in mn9 actually causes a different feeding angle to begin with, which would be interesting.
147	[Introduction]	49	4	If the proboscis was more extended, this would suggest an increase in baseline excitation.
148	[Introduction]	49	5	If it was more flexed and retracted, it could imply compensatory feedback to combat overexcitation.
149	[Introduction]	49	6	Same for mns 1 and 2V.
150	[Introduction]	50	1	Reviewer #3:
151	[Introduction]	51	1	What a gorgeous paper.
152	[Introduction]	51	2	I think it's a wonderful piece of work.
153	[Introduction]	51	3	I only have two very minor comments on the revision:
154	[Introduction]	52	1	1) Subsection “An updated inventory of proboscis muscles” (second paragraph).
155	[Introduction]	52	2	Either a semi-colon or full stop after m3M.
156	[Introduction]	52	3	Also, in the figure legend, define L at the bottom.
157	[Introduction]	53	1	2) In the Abstract, they write "…and throughout entire circuits, as the fly connectome approaches."
158	[Introduction]	53	2	However, there is no mention of this theme in the Discussion section.
159	[Introduction]	53	3	Maybe a sentence or two somewhere in the Discussion section on how their identification of the muscles and the motor neurons might help decipher the meaning of the interneuronal connections that will be revealed in the connectome.
160	[Introduction]	53	4	I personally believe it will be enormously useful, because, as the authors write (Introduction), "…they are the outputs upon which higher order circuits must act."
161	[Introduction]	54	1	Now removed.
162	[Introduction]	55	1	We understand the reservations about the analogy to directed reaching in vertebrates, and have removed the more speculative mention of this idea.
163	[Introduction]	55	2	However, since we do believe this to be an exciting future application of this work, we include it briefly in the Discussion section.
164	[Introduction]	56	1	Done.
165	[Introduction]	57	1	Now reorganised.
166	[Introduction]	58	1	now removed for the sake of streamlining, since it made only a minor point.
167	[Introduction]	59	1	Done.
168	[Introduction]	60	1	We have handled this according to Reviewer 1’s request that the former Figure 8 be a supplement to the former Figure 7 - now Figure 5.
169	[Introduction]	61	1	We have removed the detailed comparison from the text.
170	[Introduction]	61	2	There are differences in the findings that significantly alter interpretation of muscle roles, so wenow provide a supplementary table (newFigure 9 -figure supplement 1) summarizing our findings, and showing with asterisks which are new or different from published work.]
171	[Introduction]	62	1	Done.
172	[Introduction]	63	1	Please see newFigure 9 -figure supplement 1 summarizing that 12 of the 16 behavioral phenotypes we describe were previously unknown.
173	[Introduction]	64	1	While optogenetic activation is artificial, silencing experiments are carried out in flies performing natural behaviors (for example, in Figure 8F-J and Figure 9H-I).
174	[Introduction]	64	2	Controls in these experiments provide measures of natural behavior.
175	[Introduction]	64	3	Besides these experiments, natural behavior was also tested in wildtype flies using five other measures (Figure 2E-G, K-L), plus an additional four now removed by reviewer request (previous paper 2, Figure 8).
176	[Introduction]	64	4	Certainly, more characterization of natural behavior will be needed in the future to describe precise kinematics.
177	[Introduction]	65	1	Now combined into one paper.
178	[Introduction]	66	1	Now reorganized.
179	[Introduction]	67	1	now removed.
180	[Introduction]	68	1	Done.
181	[Introduction]	69	1	We have made room in other ways so that this can remain a main figure, since it is a key theme of the paper that insertion sites predict muscle function.
182	[Introduction]	70	1	Done.
183	[Introduction]	71	1	now combined
184	[Introduction]	72	1	Done.
185	[Introduction]	73	1	Each panel shows a different behavior without redundancy; all are necessary for a full description of each motor neuron’s phenotype.
186	[Introduction]	73	2	We now streamline by showing extensors and retractors in the same plots.
187	[Introduction]	74	1	Previous 2-4 and 2-5 now combined.
188	[Introduction]	75	1	Great suggestion - done.
189	[Introduction]	76	1	Due to another request, we have removed the former Paper 2, Figure 8, but this had shown an un-collapsed quantification of how proboscis speed, velocity, length and distance varied over time.
190	[Introduction]	77	1	We agree.
191	[Introduction]	78	1	We agree with this assessment as a future direction, and mention this need in the Discussion.
192	[Introduction]	79	1	Figure now removed, as per editor’s suggestion, and topics now moved to Discussion as future areas of research.
193	[Introduction]	80	1	Theme now removed.
194	[Introduction]	81	1	Now reorganised.
195	[Introduction]	82	1	Done.
196	[Introduction]	83	1	We have handled this according to Reviewer 1’s request that the former Figure 8 be a supplement to the former 7, now Figure 5.
197	[Introduction]	84	1	Now removed.[
198	[Introduction]	84	2	Editors' note: further revisions were suggested prior to acceptance, as described below.]
199	[Introduction]	85	1	The units for Figure 7 are briefly explained in the legend, which also now directs readers to more information in the Materials and methods section.
200	[Introduction]	86	1	Figure 7 shows how motor neuron activations change proboscis angle.
201	[Introduction]	86	2	We chose normalized angles because the way we mount flies results in different starting positions, which makes raw (absolute) angles more variable.
202	[Introduction]	86	3	We expand the explanation for using normalization in Materials and methods section, and direct the reader there from both the text and the legend of Figure 7.
203	[Introduction]	86	4	We also include a new Figure 7 - supplement with an analysis of the raw angles, as the reviewer requested.
204	[Introduction]	87	1	The expanded explanation reads, “Measures of joint angles were chosen to best suit each assay.
205	[Introduction]	87	2	Due to the challenge of gluing flies to pins manually, the camera view varied, leading to variability in the measured raw angles of the joints.
206	[Introduction]	87	3	To overcome this variability, within-fly normalization was performed wherever possible, subtracting food- or CsChrimson-stimulated extension angle from the angle immediately before stimulation.
207	[Introduction]	87	4	Note that normalization was not possible for resting state angles, since there is no change from baseline.
208	[Introduction]	87	5	Analysis of raw joint angles (Figure 7-figure supplement 2) shows similar relations between motor neurons and joint angles as the normalized data but with greater inter-fly variability, as expected from the range of starting positions, so the main figures use normalized values as follows…”
209	[Introduction]	88	1	The relevant data panels for comparison of normalized vs. raw are:
210	[Introduction]	89	1	Normalized: Raw:
211	[Introduction]	90	1	Figure 7D, Figure 8D, Figure 9M Figure 7-figure supplement 2A
212	[Introduction]	91	1	Figure 7E, Figure 8E, Figure 9N Figure 7-figure supplement 2B
213	[Introduction]	92	1	Figure 7I, Figure 8I, Figure 9R Figure 7-figure supplement 2C
214	[Introduction]	93	1	Figure 7J, Figure 8J, Figure 9S Figure 7-figure supplement 2D
215	[Introduction]	94	1	Done.
216	[Introduction]	95	1	Added to legend of Table 1.
217	[Introduction]	96	1	Now removed, per reviewer 1.
218	[Introduction]	97	1	Now a brief mention in the Discussion section.
219	Introduction	1	1	To interact with the world, many organisms rely on an ability to reach an appendage towards a target, yet much remains to be discovered about how neural circuits control this prototypical goal-directed behavior.
220	Introduction	1	2	Here we investigate the fly proboscis (mouthparts), a segmented appendage homologous to a limb (Bridges and Dobzhansky, 1933).
221	Introduction	1	3	The proboscis is capable of directed reaching towards a specifically placed food target, using gustatory information from taste receptors on the legs as they move and contact food (Dethier, 1976).
222	Introduction	1	4	Besides feeding, the proboscis also extends during courtship (Sturtevant, 1915), grooming (Szebenyi, 1969), flight-associated respiration (Lehmann and Heymann, 2005), and wing expansion after eclosion (Baker and Truman, 2002), suggesting that it is a multifunctional appendage that can be employed flexibly.
223	Introduction	2	1	A good starting point for mapping circuits underlying motor control is to identify motor neurons, since they are the outputs upon which higher order circuits must act.
224	Introduction	2	2	In adult flies, most muscles are innervated by only one or a few motor neurons (see, for example, Baek and Mann, 2009; O'Sullivan et al., 2018; Rajashekhar and Singh, 1994; Trimarchi and Schneiderman, 1994).
225	Introduction	2	3	Identifying many or all of the motor neurons involved in proboscis extension should be feasible with available genetic tools.
226	Introduction	2	4	Groups of neurons can be activated and silenced to determine their behavioral phenotypes using collections of GAL4 lines (Brand and Perrimon, 1993), which reproducibly target different groups of neurons.
227	Introduction	2	5	Previous efforts using GAL4 lines with broader expression patterns, or stochastic techniques to refine GAL4 lines, identified some of the critical motor neurons (Gordon and Scott, 2009; Schwarz et al., 2017).
228	Introduction	2	6	Here we use the split GAL4 technique, which intersects two expression patterns to genetically target only the cells in common between the two (Luan et al., 2006), to provide more precise and reproducible targeting of particular neurons.
229	Introduction	2	7	We create a collection of split GAL4 fly strains to identify and separately target the primary motor neurons for every proboscis muscle.
230	Introduction	3	1	To support this collection of genetic reagents, we provide detailed anatomy of the proboscis from a variety of imaging techniques.
231	Introduction	3	2	We show each proboscis muscle in new detail, propose a systematic nomenclature to resolve earlier discrepancies, and use muscle insertion sites to predict function.
232	Introduction	3	3	We predict that 8 of the 16 proboscis muscles should be involved in proboscis positioning (such as reaching), and the other half should be involved in the proboscis’ other main function, pumping food through the pharynx (investigated by others; Flood et al., 2013; Manzo et al., 2012; Tissot et al., 1998).
233	Introduction	3	4	Here we focus on the predicted positioning muscles and define their roles by genetic activation and silencing of their motor neurons.
234	Introduction	3	5	Altogether, we achieve genetic control over every muscle involved in this form of directed reaching, and provide detailed anatomy of this appendage.
235	Results; Anatomy of the proboscis and its joints	1	1	Our first goal was to use updated imaging techniques to display the overall anatomy of the proboscis (Figure 1).
236	Results; Anatomy of the proboscis and its joints	2	1	Work that predated confocal microscopy (Miller, 1950) showed that the proboscis is extended during feeding.
237	Results; Anatomy of the proboscis and its joints	2	2	Food is sucked in through the lip-like labella at the tip, then pumped through the pharynx, traveling through two segments of the proboscis, first the haustellum then the rostrum.
238	Results; Anatomy of the proboscis and its joints	2	3	Inside the head, food then enters the esophagus, which passes through a foramen in the brain, and carries food towards the gut.
239	Results; Anatomy of the proboscis and its joints	2	4	Figure 1A shows these structures by confocal imaging of thick sections of fly heads with the proboscis in different degrees of extension.
240	Results; Anatomy of the proboscis and its joints	3	1	In the retracted state, the rostrum rests near the brain inside the head, and the haustellum is folded up against the rostrum (Figure 1A).
241	Results; Anatomy of the proboscis and its joints	3	2	When the rostrum extends, it is protracted ventrally out of the head capsule.
242	Results; Anatomy of the proboscis and its joints	3	3	The outer cuticle of the rostrum is largely unsclerotized, giving it flexibility to fold like skin; support for several muscles therefore comes from an internal skeleton of rigid cuticular structures (Figure 1A-C).
243	Results; Anatomy of the proboscis and its joints	3	4	The haustellum extends and flexes from its joint with the rostrum.
244	Results; Anatomy of the proboscis and its joints	3	5	These movements were confirmed in live flies by filming proboscis extension in a synchrotron particle accelerator, using x-rays to render flies partly transparent and show the movement of the segments inside the head capsule (Video 1).
245	Results; Anatomy of the proboscis and its joints	4	1	To locate proboscis joints with standard light cameras, proboscis extension was triggered in tethered flies by stimulating leg gustatory receptors with a droplet of sucrose (approximate joint locations marked, Video 2).
246	Results; Anatomy of the proboscis and its joints	4	2	Gluing the head and one proboscis joint shows only the movement of the remaining joint: the rostrum pivots around a point on the anterior head that we designate the rostrum joint (Video 3, and also visible in Video 1), and the haustellum pivots around a point near the rostrum-haustellum junction (Video 4).
247	Results; Anatomy of the proboscis and its joints	4	3	We digested soft tissues from the thick slices of fly heads, leaving the rigid external and internal cuticle to visualize the locations of the articulation points (Figure 1B,C).
248	Results; Anatomy of the proboscis and its joints	4	4	Without implying genetic homology, a useful analogy is that the rostrum and haustellum move somewhat like the human upper arm and lower arm, the first segment swinging away from the body and the second unfolding from the first.
249	Results; Anatomy of the proboscis and its joints	4	5	(The movements of the rostrum are called protraction vs. retraction, whereas the movements of the haustellum are extension vs. flexion [Miller, 1950]).
250	Results; Anatomy of the proboscis and its joints	4	6	For this study, we focused on movements in only two dimensions, in the vertical plane - reaching up and down with respect to the body axis.
251	Results; A quantitative description of proboscis reaching	1	1	Armed with this demonstration of how the segments of the proboscis subserve proboscis extension, we sought quantitative proof that the Drosophila proboscis is capable of directed reaching.
252	Results; A quantitative description of proboscis reaching	1	2	We had observed that, for a freely moving fly to feed, the proboscis must extend ventrally if the food is on the surface on which the fly is standing (Figure 2A, Video 5).
253	Results; A quantitative description of proboscis reaching	1	3	In contrast, we find that a male courting a female on a flat surface typically extends his proboscis anteriorly towards the female for courtship licking (Figure 2B, Video 6).
254	Results; A quantitative description of proboscis reaching	1	4	To quantify reaching in these particular situations, the angles of the head (Figure 2C), rostrum (Figure 2C), and haustellum (Figure 2D) were measured.
