	section	paragraph	sentence	text
23	INTRODUCTION	3	2	The calyx-a morphologically distinct neuropil containing the synapses formed between projection neurons and Kenyon cells-can be divided into four, non-overlapping regions: one main calyx as well as three accessory calyces named the dorsal, lateral, and ventral accessory calyces (Aso et al., 2014; Yagi et al., 2016).
24	INTRODUCTION	3	3	The five output lobes-the α, α’, β, β’, and γ lobes-contain the synapses formed between Kenyon cells, mushroom body output neurons, and dopaminergic neurons (Aso et al., 2014).
25	INTRODUCTION	3	4	With respect to these input and output regions, Kenyon cells can be divided into seven distinct types (Aso et al., 2014).
26	INTRODUCTION	3	5	Of these seven types, five types-the α/β_c, α/β_s, α’/β’_ap, α’/β’_m, and γ_main Kenyon cells-extend their dendrites only into the main calyx and their axons along one or two lobes.
27	INTRODUCTION	3	6	Most of the neurons that project to the main calyx emerge from the antennal lobe, the primary olfactory center in the Drosophila brain.
28	INTRODUCTION	3	7	Thus, α/β_c, α/β_s, α’/β’_ap, α’/β’_m, and γ_main Kenyon cells receive input primarily from the olfactory system (Caron et al., 2013; Aso et al., 2014; Zheng et al., 2018).
29	INTRODUCTION	4	1	In contrast, the two other classes of Kenyon cells do not extend their dendrites into the main calyx.
30	INTRODUCTION	4	2	Instead, the α/β_p Kenyon cells extend their dendrites into the dorsal accessory calyx-avoiding completely the main, lateral, and ventral accessory calyces-and their axons along the α and β lobes.
31	INTRODUCTION	4	3	Likewise, the γ_d Kenyon cells extend their dendrites exclusively into the ventral accessory calyx and their axons along the γ lobe (Aso et al., 2014; Vogt et al., 2016).
32	INTRODUCTION	4	4	Thus, both the α/β_p and γ_d Kenyon cells are anatomically poised to receive non-olfactory input.
33	INTRODUCTION	4	5	There is evidence suggesting that the ventral accessory calyx receives input from the medulla, a region of the optic lobe that specializes in processing brightness and color (Morante and Desplan, 2008; Vogt et al., 2016).
34	INTRODUCTION	4	6	Furthermore, a recent study suggests that the dorsal accessory calyx is a multisensory center that integrates input from multiple sensory pathways, including the olfactory, gustatory, and visual systems (Yagi et al., 2016).
35	INTRODUCTION	5	1	Here, we report a strategy that uses a combination of genetic tools-including transgenic lines that drive expression in few neurons and a photo-labeling technique used to identify individual neurons and their pre-synaptic partners-to characterize the input neurons of the α/β_p Kenyon cells.
36	INTRODUCTION	5	2	We identify two types of mushroom body input neuron that, together, form about half of the total input the α/β_p Kenyon cells receive in the dorsal accessory calyx.
37	INTRODUCTION	5	3	The first neuronal type-henceforth referred to as _LOPNs-consists of a neuron that projects from the lobula, a region of the optic lobe specialized in detecting visual features, such as shape and motion.
38	INTRODUCTION	5	4	The second type of neuron-henceforth referred to as _PLPPNs-consists of projection neurons that emerge from the posterior lateral protocerebrum, a brain region that receives input from the optic lobe (Otsuna and Ito, 2006; Keleş and Frye, 2017; Wu et al., 2016).
39	INTRODUCTION	5	5	Interestingly, _LOPN and _PLPPNs do not project to the ventral accessory calyx and do not connect to the γ_d Kenyon cells.
40	INTRODUCTION	5	6	Based on these findings, we conclude that there are two parallel pathways that convey visual information to the mushroom body: a pathway projecting from the medulla to the γ_d Kenyon cells and another pathway projecting from the lobula and posterior lateral protocerebrum to the α/β_p Kenyon cells.
41	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	1	1	The dorsal accessory calyx is a neuropil formed from the synapses connecting ~90 α/β_p Kenyon cells to their input neurons (Figure 1A; Aso et al., 2014).
42	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	1	2	Using transgenic lines that drive expression specifically in the α/β_p Kenyon cells (the R85D07-GAL4_DBD, R13F02-GAL4_AD transgenic line also known as the MB371-GAL4) and transgenic lines that express a photo-activatable form of green fluorescent protein (GFP) or PA-GFP (a combination of the UAS-C3PA-GFP and UAS-SPA-GFP transgenic lines, henceforth referred to as UAS-PA-GFP), we photo-labeled individual α/β_p Kenyon cells similarly as described in a previous study (Aso et al., 2014; Datta et al., 2008; Ruta et al., 2010).
43	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	1	3	We found that individual α/β_p Kenyon cells extend on average 5 ± 1 claw-shaped dendritic terminals (n = 13) exclusively into the dorsal accessory calyx (Figures 1B and 1D) and project their axons along the α and β lobes (not depicted).
44	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	1	4	The overall morphology of α/β_p Kenyon cells is similar to the morphology of other types of α/β Kenyon cell; for instance, individual α/β_s Kenyon cells extend on average 6 ± 1 claw-shaped dendritic terminals (n = 12) exclusively in the main calyx (Figure 1C) and project their axons along the α and β lobes (not depicted).
45	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	1	5	It is worth noting that the claws formed by the α/β_p Kenyon cells are much smaller in diameter (1.8 ± 0.4 μm; n = 9 claws) than the claws formed by the α/β_s Kenyon cells (3.0 ± 0.4 μm; n = 10 claws; Figures 1B, 1C [white arrows], and 1E).
46	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	1	6	It is also worth noting that the border of the dorsal accessory calyx is looser than the compact and well-defined circular border of the main calyx.
47	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	1	7	Individual α/β_p Kenyon cells can extend dendrites further away from the core of the dorsal accessory calyx, resulting in an irregularly shaped calyx (Figure 1D).
48	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	1	8	Individual α/β_p Kenyon cells are morphologically distinct, much like the other Kenyon cells.
49	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	1	9	Thus, the α/β_p Kenyon cells resemble α/β_s and α/β_c Kenyon cells but also differ from them in one major way: the dendrites of the α/β_s and α/β_c Kenyon cells exclusively innervate the main calyx-a region known to receive most of its input from the olfactory system-whereas dendrites of the α/β_p Kenyon cells exclusively innervate the dorsal accessory calyx-a poorly characterized region of the mushroom body.
50	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	2	1	To identify neurons that project to the dorsal accessory calyx and connect to the α/β_p Kenyon cells, we used a targeted photo-labeling technique that was adapted from previously published techniques (Aso et al., 2014; Datta et al., 2008; Ruta et al., 2010).
51	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	2	2	In order to only photo-label the neurons projecting to the dorsal accessory calyx, and not the α/β_p Kenyon cells, we used a combination of transgenes that, in concert, drive the expression of PA-GFP in all neurons except the Kenyon cells (the N-Synaptobrevin-GAL4, MB247-GAL80, and UAS-PA-GFP transgenes); instead, Kenyon cells were labeled with the red fluorescent protein DsRed using the MB247-DsRed transgene (Figure 2A).
52	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	2	3	The brains of adult flies carrying all the aforementioned transgenes were dissected and imaged using two-photon microscopy (Figures 2B and 2C).
53	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	2	4	Guided by the expression of DsRed, we targeted the dorsal accessory calyx-which is clearly distinct from the main calyx-with high-energy light in order to photo-convert PA-GFP specifically in the neurons projecting to that area (Figure 2C, white dashed outline).
54	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	2	5	Upon photo-labeling, the somata of the neurons that express PA-GFP, and that project either dendrites or axons into the dorsal accessory calyx, were labeled (Figures 2D and 2E).
55	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	2	6	On average, 71 ± 22 neurons (n = 22) were photo-labeled.
56	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	2	7	The somata of these neurons are located in seven distinct clusters that are distributed across the brain (Figures 2A, 2D, and 2E).
57	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	2	8	On the anterior side of the brain, we found three clusters: one located near the antennal lobe (cluster AL containing 3 ± 3 neurons); one located in the optic lobe (cluster OL containing 1 ± 2 neurons); and one located near the anterior ventral lateral protocerebrum (cluster AVLP containing 6 ± 3 neurons; Figures 2D and 2F).
58	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	2	9	On the posterior side of the brain, we found four clusters: one located in the superior medial protocerebrum (cluster SMP containing 4 ± 2 neurons); one located in the superior lateral protocerebrum (cluster SLP containing 20 ± 8 neurons); one located in the lateral horn (cluster LH containing 34 ± 12 neurons); and one located in the posterior lateral protocerebrum (cluster PLP containing 3 ± 2 neurons; Figures 2E and 2F).
59	RESULTS; Neurons Projecting to the Dorsal Accessory Calyx Emerge from Different Brain Regions	2	10	Altogether, these results suggest that the dorsal accessory calyx receives input from a diverse and distributed collection of projection neurons that can be divided into seven clusters.
60	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	1	1	Although en masse photo-labeling of the neurons projecting to the areas within and around the dorsal accessory calyx gives a good approximation of the number of neurons possibly connecting to the α/β_p Kenyon cells, this technique cannot confidently identify true pre-synaptic partners.
61	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	1	2	Additionally, the amount of photo-activated PA-GFP within individual neurons varies significantly between trials, and because a large number of neurons project to the dorsal accessory calyx, it is difficult to resolve the morphology of individual neurons using this technique.
62	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	1	3	We, therefore, sought to identify GAL4 transgenic lines that drive expression specifically in these neurons.
63	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	1	4	To identify such lines, we carried out an anatomical screen using the FlyLight collection of GAL4 transgenic lines (Figure 3A; Jenett et al., 2012).
64	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	1	5	As a first step, we screened through the FlyLight database-an online catalog that reports the expression patterns of ∼7,000 GAL4 driver lines-and selected 267 transgenic lines that highlighted neuronal processes in the dorsal accessory calyx (Figures 3B and 3C).
65	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	2	1	As a second step, we specifically labeled neurons that project to the dorsal accessory calyx using the same technique as described above but with a different combination of transgenes (the R_line-GAL4, UAS-PA-GFP, and MB247-DsRed transgenes).
66	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	2	2	The brains of adult flies that carry this combination of transgenes were dissected and imaged using two-photon microscopy (Figures 3D and 3F).
67	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	2	3	Guided by the expression of DsRed, we targeted the dorsal accessory calyx with high-energy light in order to convert PA-GFP specifically in the neurons that project to that region (Figure 3D, white dashed outline).
68	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	2	4	We screened through the 267 pre-selected transgenic lines and identified 10 lines that we chose to investigate further based on two criteria.
69	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	2	5	First, we selected lines that showed a strong signal after photo-labeling and clear pre-synaptic terminals near or in the dorsal accessory calyx (Figures 3E and 3G; Table S1).
70	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	2	6	Possible pre-synaptic terminals-bouton-shaped (Figure 3E, white arrow)-were distinguished from possible post-synaptic terminals-mesh-shaped-based on the recovered photo-labeling signal.
71	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	2	7	Second, we selected lines based on the strength and specificity of their expression patterns: lines expressing at high level in a few neurons led to clear photo-labeling signals, making it easier to characterize these putative input neurons further (Figure 3G).
72	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	1	Finally, we determined whether the neurons identified with these lines are pre-synaptic partners of the α/β_p Kenyon cells.
73	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	2	To this end, we used an activity-dependent version of the GFP reconstitution across synaptic partners (GRASP) technique (Figure S1A; Feinberg et al., 2008; Macpherson et al., 2015).
74	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	3	In this technique, the GFP is split into two complementary fragments-the GFP1-10 and GFP11 fragments-that do not fluoresce when expressed alone; the GFP1-10 fragment is tagged to an anchor that specifically targets the pre-synaptic membrane (syb::spGFP1-10), whereas the GFP11 fragment is tagged to an anchor that targets the membrane (spGFP11::CD4).
75	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	4	When both fragments are in close contact-in this case, when the syb::spGFP1-10 fragment is released at an active synapse-GFP molecules can be reconstituted and recover their fluorescence.
76	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	5	The reconstitution of GFP molecules, as indicated by the presence of fluorescent GFP speckles, suggests that the neurons expressing the two complementary fragments form functional synapses (Macpherson et al., 2015).
77	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	6	In our study, the syb::spGFP1-10 fragment was expressed in the putative input neurons using the different transgenic lines identified in our screen as well as two transgenic lines that a previous study found to drive expression in putative dorsal accessory calyx input neurons (Figures S1B-S1M; Table S1; Yagi et al., 2016).
78	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	7	The expression of the spGFP11::CD4 fragment was driven in most of the Kenyon cells using the MB247-LEXA transgenic line.
79	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	8	We look for GFP speckles in the core of the dorsal accessory calyx, which is clearly visible in the red channel as an irregularly shaped structure anterior to the main calyx (Figure S1B, white dashed outline).
80	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	9	We detected a large number of GFP speckles in the core of the dorsal accessory calyx for four of the ten lines that were identified in the screen as well as for the two transgenic lines identified by the Yagi et al. (2016) study (Figures S1B-S1E, S1L, and S1M; Table S1).
81	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	10	Additionally, we detected a small number of GFP speckles in the same region for three other transgenic lines (Figures S1F-S1H; Table S1).
82	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	11	It is worth noting that some of the GFP speckles lay outside of the red signal; most likely, these speckles are formed by Kenyon cells that extend dendrites outside of the core of the dorsal accessory calyx (Figures S1B-S1H, S1L, and S1M).
83	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	12	Finally, we did not detect any GFP speckles for the remaining three lines (Figures S1I-S1K; Table S1).
84	RESULTS; Identification of Transgenic Lines Driving Expression in the Dorsal Accessory Calyx Input Neurons	3	13	Altogether, our screen identified at least nine transgenic lines that drive expression in neurons that form synapses with the α/β_p Kenyon cells of the dorsal accessory calyx.
85	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	1	1	To characterize further the morphology of the projection neurons that connect to the α/β_p Kenyon cells, we photo-labeled individual neurons using the transgenic lines recovered from our screen that showed reliable GRASP signal.
86	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	1	2	To this end, neurons were photo-labeled in the dissected brains of flies carrying the R_line-GAL4 and UAS-PA-GFP transgenes; these brains were then immuno-stained and imaged using confocal microscopy.
87	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	1	3	We first focused our attention on the transgenic lines in which we had found the strongest GRASP signal (Figures S1B-S1E; Table S1).
88	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	1	4	Photo-labeling of neurons that project to the dorsal accessory calyx using the R44H11-GAL4 and R72D07-GAL4 transgenic lines revealed a single neuron (Figure 4A).
89	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	1	5	In each line, a neuron projecting from the lobula to the dorsal accessory calyx was clearly photo-labeled (Figures 4B and 4C).
90	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	1	6	Therefore, we named this type of neuron “_LOPN.”
91	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	1	7	The soma of _LOPN is located in cluster PLP, a region medial to the optic lobe (Figures 2E, 4D, and 4E).
92	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	1	8	_LOPN extends its dendrites to the lobula and projects its axon to the superior lateral protocerebrum and the dorsal accessory calyx, completely avoiding the main calyx and the ventral accessory calyx (Figures 4D and 4E).
93	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	1	9	It is worth noting that _LOPN is very similar to the OLCT1 neuron that has been previously described using a different transgenic line, R95F09-GAL4; accordingly, we recovered a strong GRASP signal for that transgenic line (Figure S1L; Table S1; Yagi et al., 2016).
94	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	1	We then set out to confirm whether _LOPN does indeed connect to α/β_p Kenyon cells, as surmised from the GRASP results.
95	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	2	A previous study has demonstrated that a technique, which combines photo-labeling and dye-labeling tools, can be used to identify the complement of input that individual Kenyon cells receive from the antennal lobe and the frequency at which individual projection neurons connect to Kenyon cells (Caron et al., 2013).
96	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	3	We have modified this technique in order to directly measure the connectivity rate between a given projection neuron and Kenyon cells.
97	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	4	In this modified version of the technique, we used a combination of transgenic lines to photo-label the projection neuron of interest-using the same protocol that we described in the previous section-and to dye label a single Kenyon cell (Figure 5A).
98	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	5	We then assessed how many of the dendritic claws formed by the dye-labeled Kenyon cell are connected to a given projection neuron.
99	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	6	As a proof of principle, we measured the connectivity rate of the DC3 glomerulus projection neurons to the olfactory Kenyon cells that innervate the main calyx.
100	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	7	The connectivity rate of the DC3 projection neurons to the olfactory Kenyon cells has been previously approximated to be 5.1%; this means that there is a 5.1% chance that a given olfactory Kenyon cell claw receives input from the DC3 projection neuron (Caron et al., 2013).
101	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	8	Using the modified technique, we found that the DC3 projection neurons connect to Kenyon cells at a connectivity rate of 4.3% (n = 30), a value well within the range measured previously (data not shown).
102	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	9	We measured the connectivity rates of _LOPN to α/β_p Kenyon cells using the two transgenes we identified in our screen.
103	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	10	Using the R44H11-GAL4 driver line, we found that 4.1% (n = 27) of the claws formed by the α/β_p Kenyon cells connect to _LOPN (Figures 5B, 5C, and 5H; Table S1).
104	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	11	Likewise, using the R72H07-GAL4 driver line, we found that 3.0% (n = 27) of the claws formed by the α/β_p Kenyon cells connect to _LOPN (Figure 5H; Table S1).
105	RESULTS; _LOPN Connects the Lobula to the α/β_p Kenyon Cells	2	12	Altogether, based on the results obtained using both the GRASP technique and the dye-/photo-labeling technique, we conclude that _LOPN is a true input neuron of the α/β_p Kenyon cells and that it conveys information from the lobula, a visual processing center, to the dorsal accessory calyx.
106	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	1	1	Photo-labeling of neurons that project to the dorsal accessory calyx using the R19H07-GAL4 and R20G07-GAL4 transgenic lines revealed a group of neurons (Figure 6A).
107	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	1	2	In each line, neurons that project from the posterior lateral protocerebrum to the dorsal accessory calyx were photo-labeled (Figures 6B and 6C).
108	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	1	3	Therefore, we named this type of neuron “_PLPPNs.”
109	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	1	4	The somata of the _PLPPNs are located in cluster LH, a region near the lateral horn (Figure 6D).
110	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	1	5	We could identify 13 ± 4 _PLPPNs (n = 21) and 6 ± 2 _PLPPNs (n = 2) per hemisphere using the R19H07-GAL4 and R20G07-GAL4 transgenic lines, respectively (Figures 6B and 6C).
111	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	1	6	All _PLPPNs extend projections into many brain centers, including the posterior lateral protocerebrum, the superior clamp, the superior lateral protocerebrum, and the dorsal accessory calyx, avoiding completely the main calyx and the ventral accessory calyx (Figure 6D).
112	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	1	7	Using the dye-/photo-labeling technique described above, we measured the connectivity rate between _PLPPNs and α/β_p Kenyon cells.
113	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	1	8	We found that the _PLPPNs identified using the R19H07-GAL4 transgenic line connect at a high rate: we found that 14.1% (n = 24) of the claws formed by the α/β_p Kenyon cells connect to the _PLPPNs (Figures 5D, 5E, and 5H).
114	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	1	9	We also measured the connectivity rate of individual _PLPPNs using the same transgenic line and found that, on average, an α/β_p Kenyon cell claw has 1.90% (n = 32) probability of connecting to a _PLPPN (Figure 5H; Table S1).
115	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	2	1	To determine whether the _PLPPNs identified in the R19H07-GAL4 and R20G07-GAL4 transgenic lines are the same or different types of neuron, we used the split-GAL4 technique (Luan et al., 2006).
116	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	2	2	In this technique, the GAL4 transcription factor is split into two complementary fragments-the GAL4_AD and GAL4_DBD domains-that are both transcriptionally inactive when expressed alone; when both fragments are expressed in the same cell, GAL4 can be reconstituted and recovers its transcriptional activity.
117	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	2	3	We found that 8 ± 3 _PLPPNs (n = 4) were visible in flies that carry the R20G07-GAL4_DBD and R19H07-GAL4_AD transgenes, thus confirming that both lines are expressed in the same group of _PLPPNs but that R20G07-GAL4_DBD might be expressed in a subset of _PLPPNs (Figures 6E-6G).
118	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	2	4	This result revealed, even more clearly, that individual _PLPPNs project in many different brain centers (Figure 6G).
119	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	2	5	In order to distinguish the axonal terminals from the dendritic arbors, we used the split-GAL4 combination of transgenic lines (the R20G07-GAL4_DBD and R19H07-GAL4_AD transgenic lines) to drive the expression of the pre-synaptic marker synaptotagmin in the _PLPPNs (Figure 6H).
120	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	2	6	We found that the projections extending into the superior lateral protocerebrum, superior clamp, and dorsal accessory calyx contain pre-synaptic terminals.
121	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	2	7	Similarly, when the expression of the post-synaptic marker DenMark was driven specifically in the _PLPPNs, we found that all of the projections made by the _PLPPNs contain post-synaptic terminals (Figure 6I).
122	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	2	8	However, the projections extending into the posterior lateral protocerebrum are the only projections formed by _PLPPNs that contain only post-synaptic terminals and no pre-synaptic terminals (Figures 6H and 6I).
123	RESULTS; _PLPPNs Connect the Posterior Lateral Protocerebrum to the α/β_p Kenyon Cells	3	1	To identify the neurons that project to the post-synaptic terminals formed by the _PLPPNs in the posterior lateral protocerebrum, a poorly characterized visual processing center, we used the targeted photo-labeling technique described above (Figure 7A).
